연도,월,주차,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,ALL_TURSM_TOUR_EXPNDTR_INTEN_VALUE,DMSTC_TURSM_TOUR_EXPNDTR_INTEN_VALUE,OVSEA_TURSM_TOUR_EXPNDTR_INTEN_VALUE
2025년,6월,5주차,20250630,M,50대,대구광역시,300만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,50대,경상남도,700만원 이상,비슷하게,약간 더 적게,비슷하게
2025년,6월,5주차,20250630,F,60대,충청북도,300만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,40대,부산광역시,300만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,60대,경상북도,300이상500만원 미만,비슷하게,비슷하게,약간 더 적게
2025년,6월,5주차,20250630,F,50대,경기도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,30대,경기도,700만원 이상,약간 더 적게,약간 더 적게,훨씬 더 적게
2025년,6월,5주차,20250630,F,50대,부산광역시,700만원 이상,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,60대,강원도,500이상700만원 미만,약간 더 많이,약간 더 많이,훨씬 더 적게
2025년,6월,5주차,20250630,F,50대,대구광역시,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,40대,전라남도,700만원 이상,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
2025년,6월,5주차,20250630,F,30대,인천광역시,700만원 이상,약간 더 적게,약간 더 적게,약간 더 적게
2025년,6월,5주차,20250630,M,50대,서울특별시,500이상700만원 미만,비슷하게,약간 더 적게,비슷하게
2025년,6월,5주차,20250630,F,40대,광주광역시,500이상700만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
2025년,6월,5주차,20250630,F,60대,경기도,모름,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,60대,인천광역시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,40대,울산광역시,700만원 이상,약간 더 적게,약간 더 적게,약간 더 적게
2025년,6월,5주차,20250630,F,50대,경상남도,700만원 이상,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,60대,서울특별시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,30대,서울특별시,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,60대,서울특별시,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,30대,광주광역시,300만원 미만,비슷하게,훨씬 더 많이,비슷하게
2025년,6월,5주차,20250630,M,20대,경기도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,30대,울산광역시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,60대,서울특별시,700만원 이상,비슷하게,약간 더 많이,약간 더 적게
2025년,6월,5주차,20250630,M,40대,경기도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,30대,경기도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,50대,인천광역시,300만원 미만,비슷하게,약간 더 적게,약간 더 적게
2025년,6월,5주차,20250630,M,50대,경기도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,40대,인천광역시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,60대,경상북도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,40대,광주광역시,300이상500만원 미만,비슷하게,약간 더 적게,비슷하게
2025년,6월,5주차,20250630,M,50대,경기도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,50대,부산광역시,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,60대,경기도,300이상500만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
2025년,6월,5주차,20250630,M,20대,경기도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,40대,울산광역시,모름,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,M,60대,대구광역시,300이상500만원 미만,약간 더 많이,약간 더 많이,비슷하게
2025년,6월,5주차,20250630,M,50대,경상남도,700만원 이상,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,30대,서울특별시,500이상700만원 미만,약간 더 적게,훨씬 더 적게,훨씬 더 적게
2025년,6월,5주차,20250630,M,60대,경상남도,700만원 이상,비슷하게,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,50대,경기도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,60대,강원도,300이상500만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
2025년,6월,5주차,20250630,M,40대,경기도,700만원 이상,약간 더 많이,비슷하게,약간 더 많이
2025년,6월,5주차,20250630,F,30대,부산광역시,300이상500만원 미만,비슷하게,약간 더 많이,비슷하게
2025년,6월,5주차,20250630,M,50대,대구광역시,700만원 이상,약간 더 적게,약간 더 적게,약간 더 적게
2025년,6월,5주차,20250630,F,30대,울산광역시,500이상700만원 미만,비슷하게,약간 더 적게,비슷하게
2025년,6월,5주차,20250630,F,40대,경기도,500이상700만원 미만,약간 더 많이,훨씬 더 많이,훨씬 더 많이
2025년,6월,5주차,20250630,M,20대,서울특별시,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,60대,경상북도,500이상700만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
2025년,6월,5주차,20250630,M,60대,서울특별시,300이상500만원 미만,비슷하게,비슷하게,약간 더 적게
2025년,6월,5주차,20250630,M,30대,경기도,모름,약간 더 적게,약간 더 적게,약간 더 적게
2025년,6월,5주차,20250630,M,60대,경상남도,300이상500만원 미만,약간 더 많이,약간 더 적게,비슷하게
2025년,6월,5주차,20250630,F,50대,충청북도,700만원 이상,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,50대,경기도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,20대,서울특별시,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,20대,제주도,모름,훨씬 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,M,30대,전라남도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,20대,경기도,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,40대,광주광역시,500이상700만원 미만,약간 더 많이,약간 더 많이,비슷하게
2025년,6월,5주차,20250630,F,20대,경기도,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,50대,경기도,500이상700만원 미만,비슷하게,비슷하게,약간 더 적게
2025년,6월,5주차,20250630,F,40대,경기도,모름,훨씬 더 많이,비슷하게,훨씬 더 많이
2025년,6월,5주차,20250630,M,50대,경기도,700만원 이상,비슷하게,약간 더 적게,비슷하게
2025년,6월,5주차,20250630,F,20대,전라북도,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,50대,경기도,700만원 이상,훨씬 더 많이,비슷하게,훨씬 더 많이
2025년,6월,5주차,20250630,F,40대,경상남도,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,50대,충청북도,300만원 미만,약간 더 많이,비슷하게,약간 더 많이
2025년,6월,5주차,20250630,F,60대,서울특별시,300이상500만원 미만,약간 더 적게,약간 더 적게,훨씬 더 적게
2025년,6월,5주차,20250630,M,60대,경기도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,60대,경상남도,300이상500만원 미만,약간 더 많이,비슷하게,약간 더 많이
2025년,6월,5주차,20250630,M,50대,인천광역시,300만원 미만,약간 더 적게,훨씬 더 적게,훨씬 더 적게
2025년,6월,5주차,20250630,M,60대,강원도,500이상700만원 미만,약간 더 많이,약간 더 많이,비슷하게
2025년,6월,5주차,20250630,M,60대,경상북도,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,40대,경기도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,20대,경기도,300만원 미만,약간 더 적게,훨씬 더 적게,약간 더 적게
2025년,6월,5주차,20250630,F,60대,경기도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,M,60대,경기도,300이상500만원 미만,약간 더 많이,비슷하게,약간 더 많이
2025년,6월,5주차,20250630,F,60대,경기도,700만원 이상,약간 더 많이,비슷하게,약간 더 많이
2025년,6월,5주차,20250630,M,40대,경상북도,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,30대,경상북도,300이상500만원 미만,약간 더 많이,비슷하게,약간 더 많이
2025년,6월,5주차,20250630,M,40대,전라북도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,20대,충청북도,모름,약간 더 적게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,30대,경기도,300이상500만원 미만,비슷하게,약간 더 많이,훨씬 더 많이
2025년,6월,5주차,20250630,M,40대,대구광역시,모름,약간 더 적게,약간 더 적게,약간 더 적게
2025년,6월,5주차,20250630,F,50대,경기도,500이상700만원 미만,약간 더 많이,비슷하게,약간 더 많이
2025년,6월,5주차,20250630,F,50대,경기도,700만원 이상,비슷하게,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,50대,경기도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,50대,경기도,300이상500만원 미만,비슷하게,비슷하게,약간 더 적게
2025년,6월,5주차,20250630,M,40대,대전광역시,700만원 이상,비슷하게,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,40대,경기도,500이상700만원 미만,약간 더 많이,약간 더 많이,비슷하게
2025년,6월,5주차,20250630,F,50대,충청남도(세종시 포함),300이상500만원 미만,훨씬 더 많이,약간 더 많이,훨씬 더 많이
2025년,6월,5주차,20250630,M,30대,대전광역시,300만원 미만,약간 더 많이,훨씬 더 많이,약간 더 적게
2025년,6월,5주차,20250630,M,60대,서울특별시,300이상500만원 미만,약간 더 많이,비슷하게,약간 더 많이
2025년,6월,5주차,20250630,M,50대,경상북도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,40대,경기도,700만원 이상,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,30대,경기도,모름,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,60대,전라남도,500이상700만원 미만,약간 더 많이,약간 더 적게,비슷하게
2025년,6월,5주차,20250630,F,60대,경기도,300만원 미만,비슷하게,비슷하게,약간 더 많이
2025년,6월,5주차,20250630,F,60대,부산광역시,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,40대,경기도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,M,40대,경기도,700만원 이상,비슷하게,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,60대,대구광역시,700만원 이상,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,50대,경기도,500이상700만원 미만,약간 더 많이,약간 더 많이,훨씬 더 많이
2025년,6월,5주차,20250630,F,60대,서울특별시,700만원 이상,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,60대,서울특별시,300만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,60대,서울특별시,300만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,60대,경기도,700만원 이상,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,50대,부산광역시,모름,약간 더 적게,비슷하게,약간 더 적게
2025년,6월,5주차,20250630,M,50대,강원도,300이상500만원 미만,약간 더 적게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,50대,경기도,700만원 이상,비슷하게,약간 더 많이,비슷하게
2025년,6월,5주차,20250630,F,30대,부산광역시,500이상700만원 미만,비슷하게,약간 더 적게,약간 더 적게
2025년,6월,5주차,20250630,M,40대,경기도,500이상700만원 미만,약간 더 많이,약간 더 많이,비슷하게
2025년,6월,5주차,20250630,F,60대,경기도,500이상700만원 미만,비슷하게,약간 더 적게,약간 더 적게
2025년,6월,5주차,20250630,M,60대,경기도,500이상700만원 미만,비슷하게,약간 더 많이,비슷하게
2025년,6월,5주차,20250630,F,60대,서울특별시,700만원 이상,훨씬 더 적게,약간 더 많이,훨씬 더 적게
2025년,6월,5주차,20250630,M,50대,서울특별시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,40대,경기도,700만원 이상,약간 더 많이,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,60대,경기도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,30대,대전광역시,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,30대,전라남도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,M,60대,대구광역시,700만원 이상,비슷하게,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,50대,경상남도,300이상500만원 미만,약간 더 많이,비슷하게,비슷하게
2025년,6월,5주차,20250630,F,60대,광주광역시,700만원 이상,비슷하게,약간 더 적게,약간 더 많이
2025년,6월,5주차,20250630,F,60대,대구광역시,700만원 이상,비슷하게,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,F,50대,인천광역시,모름,약간 더 많이,약간 더 많이,약간 더 많이
2025년,6월,5주차,20250630,M,60대,경상북도,700만원 이상,비슷하게,비슷하게,약간 더 적게
2025년,6월,5주차,20250630,M,40대,경기도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
2025년,6월,5주차,20250630,M,60대,인천광역시,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
